listing_id,brand,brand_tier,model,reference,year,watch_age_years,age_category,condition,price_aed,price_usd_approx,price_band,seller_type,is_dealer,location,scraped_date,source
C24-UAE-1211,Omega,Premium,Constellation,REF-91633,2002,24,Vintage (20y+),Like New,9100.0,2475.0,Entry (<10K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1212,Omega,Premium,Speedmaster Professional,311.30.42.30.01.005,2021,5,Recent (3-5y),Fair,3100.0,843.0,Entry (<10K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1213,Vacheron Constantin,Grand Complication,Overseas,REF-64600,2004,22,Vintage (20y+),Very Good,32900.0,8949.0,Premium (30K-75K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1214,Cartier,Luxury,Ballon Bleu,REF-81313,1997,29,Vintage (20y+),Very Good,19000.0,5168.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1215,IWC,Luxury,Pilot Mark XVIII,REF-12128,1996,30,Vintage (20y+),Very Good,10600.0,2883.0,Mid (10K-30K),Private Seller,0,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1216,Jaeger-LeCoultre,Grand Complication,Reverso,REF-86271,2006,20,Vintage Adjacent (11-20y),Like New,10900.0,2965.0,Mid (10K-30K),Private Seller,0,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1217,Patek Philippe,Ultra Luxury,Nautilus 5711,5711/1A-010,2006,20,Vintage Adjacent (11-20y),Very Good,105200.0,28614.0,Luxury (75K-200K),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1218,Vacheron Constantin,Grand Complication,Patrimony,REF-69988,2015,11,Vintage Adjacent (11-20y),Like New,76300.0,20754.0,Luxury (75K-200K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1219,Richard Mille,Ultra Luxury,RM 055,REF-50642,1996,30,Vintage (20y+),Good,145000.0,39440.0,Luxury (75K-200K),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1220,Tudor,Accessible Luxury,Heritage Chrono,REF-56789,2010,16,Vintage Adjacent (11-20y),Like New,3900.0,1061.0,Entry (<10K),Private Seller,0,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1221,Tudor,Accessible Luxury,Heritage Chrono,REF-62431,2005,21,Vintage (20y+),Like New,5800.0,1578.0,Entry (<10K),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1222,Seiko,Accessible,Presage,REF-78062,2005,21,Vintage (20y+),Fair,1300.0,354.0,Entry (<10K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1223,Jaeger-LeCoultre,Grand Complication,Reverso,REF-33652,2018,8,Modern (6-10y),Very Good,47700.0,12974.0,Premium (30K-75K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1224,Hublot,Luxury,Big Bang,411.CM.1180.RX,1997,29,Vintage (20y+),Like New,38400.0,10445.0,Premium (30K-75K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1225,Vacheron Constantin,Grand Complication,Patrimony,REF-90589,2006,20,Vintage Adjacent (11-20y),Very Good,81600.0,22195.0,Luxury (75K-200K),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1226,Richard Mille,Ultra Luxury,RM 011,REF-99051,1997,29,Vintage (20y+),Good,200600.0,54563.0,Ultra Luxury (200K+),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1227,Rolex,Luxury,GMT-Master II,126710BLRO,2022,4,Recent (3-5y),Very Good,19000.0,5168.0,Mid (10K-30K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1228,Jaeger-LeCoultre,Grand Complication,Polaris,REF-30111,2006,20,Vintage Adjacent (11-20y),Very Good,7500.0,2040.0,Entry (<10K),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1229,Hublot,Luxury,Classic Fusion,REF-62171,2009,17,Vintage Adjacent (11-20y),Good,33000.0,8976.0,Premium (30K-75K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1230,Cartier,Luxury,Tank,REF-77861,2002,24,Vintage (20y+),Fair,4500.0,1224.0,Entry (<10K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1231,Seiko,Accessible,Astron,REF-90199,1998,28,Vintage (20y+),Like New,2000.0,544.0,Entry (<10K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1232,Vacheron Constantin,Grand Complication,Patrimony,REF-68341,2001,25,Vintage (20y+),Like New,54800.0,14906.0,Premium (30K-75K),Private Seller,0,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1233,Jaeger-LeCoultre,Grand Complication,Polaris,REF-82089,2022,4,Recent (3-5y),Fair,30800.0,8378.0,Premium (30K-75K),Private Seller,0,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1234,Seiko,Accessible,Presage,REF-32818,2022,4,Recent (3-5y),Like New,4900.0,1333.0,Entry (<10K),Private Seller,0,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1235,Tag Heuer,Accessible Luxury,Carrera,REF-74752,1998,28,Vintage (20y+),Fair,2700.0,734.0,Entry (<10K),Private Seller,0,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1236,Hublot,Luxury,Spirit of Big Bang,REF-90209,2013,13,Vintage Adjacent (11-20y),Very Good,40000.0,10880.0,Premium (30K-75K),Private Seller,0,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1237,Omega,Premium,Constellation,REF-63665,2007,19,Vintage Adjacent (11-20y),Fair,6400.0,1741.0,Entry (<10K),Private Seller,0,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1238,Patek Philippe,Ultra Luxury,Calatrava,REF-26821,2015,11,Vintage Adjacent (11-20y),Unworn,247700.0,67374.0,Ultra Luxury (200K+),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1239,Jaeger-LeCoultre,Grand Complication,Reverso,REF-77908,2008,18,Vintage Adjacent (11-20y),Very Good,30400.0,8269.0,Premium (30K-75K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1240,Richard Mille,Ultra Luxury,RM 055,REF-78012,2000,26,Vintage (20y+),Like New,204800.0,55706.0,Ultra Luxury (200K+),Private Seller,0,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1241,Tudor,Accessible Luxury,Black Bay 58,REF-91922,2003,23,Vintage (20y+),Like New,4600.0,1251.0,Entry (<10K),Private Seller,0,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1242,Panerai,Luxury,Submersible,REF-30210,1997,29,Vintage (20y+),Very Good,21000.0,5712.0,Mid (10K-30K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1243,Cartier,Luxury,Ballon Bleu,REF-15399,2018,8,Modern (6-10y),Fair,17200.0,4678.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1244,Omega,Premium,Speedmaster Professional,311.30.42.30.01.005,2015,11,Vintage Adjacent (11-20y),Good,5100.0,1387.0,Entry (<10K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1245,Panerai,Luxury,Submersible,REF-49596,1995,31,Vintage (20y+),Very Good,9500.0,2584.0,Entry (<10K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1246,Audemars Piguet,Ultra Luxury,Royal Oak Concept,REF-67619,2007,19,Vintage Adjacent (11-20y),Like New,65000.0,17680.0,Premium (30K-75K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1247,Breitling,Premium,Superocean,REF-51853,2001,25,Vintage (20y+),Like New,17800.0,4842.0,Mid (10K-30K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1248,IWC,Luxury,Portugieser Chronograph,REF-71141,2019,7,Modern (6-10y),Very Good,17300.0,4706.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1249,Richard Mille,Ultra Luxury,RM 010,REF-90658,2002,24,Vintage (20y+),Like New,429500.0,116824.0,Ultra Luxury (200K+),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1250,Audemars Piguet,Ultra Luxury,Royal Oak 15400,15400ST.OO.1220ST.01,2021,5,Recent (3-5y),Like New,128200.0,34870.0,Luxury (75K-200K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1251,Tag Heuer,Accessible Luxury,Monaco,REF-61543,2010,16,Vintage Adjacent (11-20y),Good,2200.0,598.0,Entry (<10K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1252,Audemars Piguet,Ultra Luxury,Royal Oak 15400,15400ST.OO.1220ST.01,2013,13,Vintage Adjacent (11-20y),Very Good,152900.0,41589.0,Luxury (75K-200K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1253,Richard Mille,Ultra Luxury,RM 011,REF-57943,2022,4,Recent (3-5y),Like New,292600.0,79587.0,Ultra Luxury (200K+),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1254,Hublot,Luxury,Big Bang,411.CM.1180.RX,2007,19,Vintage Adjacent (11-20y),Unworn,34600.0,9411.0,Premium (30K-75K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1255,IWC,Luxury,Aquatimer,REF-99181,2009,17,Vintage Adjacent (11-20y),Good,22300.0,6066.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1256,Patek Philippe,Ultra Luxury,Nautilus 5711,5711/1A-010,2007,19,Vintage Adjacent (11-20y),Very Good,219700.0,59758.0,Ultra Luxury (200K+),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1257,Audemars Piguet,Ultra Luxury,Royal Oak Concept,REF-53652,2011,15,Vintage Adjacent (11-20y),Very Good,52600.0,14307.0,Premium (30K-75K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1258,Tag Heuer,Accessible Luxury,Monaco,REF-90356,1999,27,Vintage (20y+),Very Good,4800.0,1306.0,Entry (<10K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1259,Patek Philippe,Ultra Luxury,Complications 5396,REF-76809,2014,12,Vintage Adjacent (11-20y),Good,130800.0,35578.0,Luxury (75K-200K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1260,Vacheron Constantin,Grand Complication,Traditionnelle,REF-24366,2004,22,Vintage (20y+),Very Good,39400.0,10717.0,Premium (30K-75K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1261,Panerai,Luxury,Radiomir,REF-88238,2020,6,Modern (6-10y),Good,20000.0,5440.0,Mid (10K-30K),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1262,Richard Mille,Ultra Luxury,RM 055,REF-91230,2018,8,Modern (6-10y),Unworn,387800.0,105482.0,Ultra Luxury (200K+),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1263,Patek Philippe,Ultra Luxury,Aquanaut 5167,REF-67807,1996,30,Vintage (20y+),Very Good,109900.0,29893.0,Luxury (75K-200K),Private Seller,0,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1264,IWC,Luxury,Portugieser Chronograph,REF-71814,2008,18,Vintage Adjacent (11-20y),Good,18400.0,5005.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1265,Vacheron Constantin,Grand Complication,Overseas,REF-78875,2011,15,Vintage Adjacent (11-20y),Like New,72100.0,19611.0,Premium (30K-75K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1266,Hublot,Luxury,Big Bang,411.CM.1180.RX,2009,17,Vintage Adjacent (11-20y),Fair,19400.0,5277.0,Mid (10K-30K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1267,Panerai,Luxury,Radiomir,REF-49008,2001,25,Vintage (20y+),Fair,6600.0,1795.0,Entry (<10K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1268,Vacheron Constantin,Grand Complication,Overseas,REF-45842,2017,9,Modern (6-10y),Good,44400.0,12077.0,Premium (30K-75K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1269,Omega,Premium,Planet Ocean,REF-55237,2016,10,Modern (6-10y),Very Good,9200.0,2502.0,Entry (<10K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1270,Richard Mille,Ultra Luxury,RM 011,REF-95979,2004,22,Vintage (20y+),Fair,252900.0,68789.0,Ultra Luxury (200K+),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1271,Vacheron Constantin,Grand Complication,Patrimony,REF-45601,2001,25,Vintage (20y+),Like New,94500.0,25704.0,Luxury (75K-200K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1272,Omega,Premium,Planet Ocean,REF-79604,2018,8,Modern (6-10y),Very Good,15200.0,4134.0,Mid (10K-30K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1273,Cartier,Luxury,Santos,REF-99285,1996,30,Vintage (20y+),Like New,12700.0,3454.0,Mid (10K-30K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1274,Rolex,Luxury,GMT-Master II,126710BLRO,2008,18,Vintage Adjacent (11-20y),Good,49900.0,13573.0,Premium (30K-75K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1275,Jaeger-LeCoultre,Grand Complication,Master Ultra Thin,REF-95498,2005,21,Vintage (20y+),Like New,32500.0,8840.0,Premium (30K-75K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1276,Tag Heuer,Accessible Luxury,Aquaracer,REF-64773,2018,8,Modern (6-10y),Good,11900.0,3237.0,Mid (10K-30K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1277,Seiko,Accessible,Prospex,REF-47941,2021,5,Recent (3-5y),Very Good,5300.0,1442.0,Entry (<10K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1278,Rolex,Luxury,Explorer II,REF-69552,2013,13,Vintage Adjacent (11-20y),Very Good,45900.0,12485.0,Premium (30K-75K),Private Seller,0,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1279,Seiko,Accessible,Prospex,REF-53343,2022,4,Recent (3-5y),Very Good,4900.0,1333.0,Entry (<10K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1280,Vacheron Constantin,Grand Complication,Patrimony,REF-48669,2015,11,Vintage Adjacent (11-20y),Like New,87700.0,23854.0,Luxury (75K-200K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1281,Patek Philippe,Ultra Luxury,Complications 5396,REF-22502,2021,5,Recent (3-5y),Very Good,172700.0,46974.0,Luxury (75K-200K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1282,Patek Philippe,Ultra Luxury,Complications 5396,REF-68554,2005,21,Vintage (20y+),Fair,114200.0,31062.0,Luxury (75K-200K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1283,Hublot,Luxury,Classic Fusion,REF-40972,2013,13,Vintage Adjacent (11-20y),Good,39100.0,10635.0,Premium (30K-75K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1284,Cartier,Luxury,Santos,REF-50760,2009,17,Vintage Adjacent (11-20y),Like New,13300.0,3618.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1285,Cartier,Luxury,Tank,REF-30078,2006,20,Vintage Adjacent (11-20y),Very Good,5700.0,1550.0,Entry (<10K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1286,Vacheron Constantin,Grand Complication,Traditionnelle,REF-80453,2006,20,Vintage Adjacent (11-20y),Very Good,49600.0,13491.0,Premium (30K-75K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1287,Jaeger-LeCoultre,Grand Complication,Reverso,REF-68556,2016,10,Modern (6-10y),Good,9100.0,2475.0,Entry (<10K),Private Seller,0,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1288,Omega,Premium,Planet Ocean,REF-85065,1998,28,Vintage (20y+),Unworn,10800.0,2938.0,Mid (10K-30K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1289,Patek Philippe,Ultra Luxury,Calatrava,REF-86434,2022,4,Recent (3-5y),Very Good,114300.0,31090.0,Luxury (75K-200K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1290,Omega,Premium,Planet Ocean,REF-69873,2009,17,Vintage Adjacent (11-20y),Good,7800.0,2122.0,Entry (<10K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1291,Tag Heuer,Accessible Luxury,Monaco,REF-10395,2016,10,Modern (6-10y),Good,5500.0,1496.0,Entry (<10K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1292,Panerai,Luxury,Luminor Marina,REF-17897,1996,30,Vintage (20y+),Very Good,13900.0,3781.0,Mid (10K-30K),Private Seller,0,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1293,Seiko,Accessible,Presage,REF-94085,1996,30,Vintage (20y+),Like New,900.0,245.0,Entry (<10K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1294,Hublot,Luxury,Classic Fusion,REF-99486,2009,17,Vintage Adjacent (11-20y),Good,25300.0,6882.0,Mid (10K-30K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1295,Cartier,Luxury,Tank,REF-39188,1998,28,Vintage (20y+),Like New,13800.0,3754.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1296,Jaeger-LeCoultre,Grand Complication,Reverso,REF-59712,2004,22,Vintage (20y+),Very Good,18700.0,5086.0,Mid (10K-30K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1297,Audemars Piguet,Ultra Luxury,Royal Oak Offshore,REF-24790,2006,20,Vintage Adjacent (11-20y),Like New,268800.0,73114.0,Ultra Luxury (200K+),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1298,Jaeger-LeCoultre,Grand Complication,Polaris,REF-41544,2008,18,Vintage Adjacent (11-20y),Very Good,32000.0,8704.0,Premium (30K-75K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1299,Omega,Premium,Speedmaster Professional,311.30.42.30.01.005,2014,12,Vintage Adjacent (11-20y),Unworn,14400.0,3917.0,Mid (10K-30K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1300,Vacheron Constantin,Grand Complication,Overseas,REF-17398,2007,19,Vintage Adjacent (11-20y),Very Good,70200.0,19094.0,Premium (30K-75K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1301,Tag Heuer,Accessible Luxury,Monaco,REF-88370,2002,24,Vintage (20y+),Good,4000.0,1088.0,Entry (<10K),Private Seller,0,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1302,Audemars Piguet,Ultra Luxury,Royal Oak Offshore,REF-49387,2023,3,Recent (3-5y),Like New,105300.0,28642.0,Luxury (75K-200K),Private Seller,0,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1303,Rolex,Luxury,GMT-Master II,126710BLRO,2015,11,Vintage Adjacent (11-20y),Good,17100.0,4651.0,Mid (10K-30K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1304,Jaeger-LeCoultre,Grand Complication,Polaris,REF-34101,2005,21,Vintage (20y+),Good,12900.0,3509.0,Mid (10K-30K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1305,Audemars Piguet,Ultra Luxury,Royal Oak 15400,15400ST.OO.1220ST.01,2004,22,Vintage (20y+),Good,124300.0,33810.0,Luxury (75K-200K),Dealer,1,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1306,IWC,Luxury,Aquatimer,REF-94765,2011,15,Vintage Adjacent (11-20y),Like New,10900.0,2965.0,Mid (10K-30K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1307,Seiko,Accessible,Presage,REF-16755,2022,4,Recent (3-5y),Very Good,2700.0,734.0,Entry (<10K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1308,IWC,Luxury,Aquatimer,REF-87015,2014,12,Vintage Adjacent (11-20y),Very Good,9600.0,2611.0,Entry (<10K),Private Seller,0,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1309,Breitling,Premium,Navitimer,REF-37762,2022,4,Recent (3-5y),Fair,18700.0,5086.0,Mid (10K-30K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1310,Vacheron Constantin,Grand Complication,Overseas,REF-89220,2018,8,Modern (6-10y),Fair,30600.0,8323.0,Premium (30K-75K),Dealer,1,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1311,IWC,Luxury,Portugieser Chronograph,REF-95029,2012,14,Vintage Adjacent (11-20y),Like New,17200.0,4678.0,Mid (10K-30K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1312,Richard Mille,Ultra Luxury,RM 035,REF-71537,2006,20,Vintage Adjacent (11-20y),Very Good,98500.0,26792.0,Luxury (75K-200K),Dealer,1,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1313,Seiko,Accessible,Prospex,REF-29126,2006,20,Vintage Adjacent (11-20y),Like New,3500.0,952.0,Entry (<10K),Dealer,1,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
