listing_id,brand,model,reference,price_aed,condition,year,seller_type,location,scraped_date,source
C24-UAE-1284,Cartier,Santos,REF-50760,13300.0,Like New,2009,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1285,Cartier,Tank,REF-30078,5700.0,Very Good,2006,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1286,Vacheron Constantin,Traditionnelle,REF-80453,49600.0,Very Good,2006,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1287,Jaeger-LeCoultre,Reverso,REF-68556,9100.0,Good,2016,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1288,Omega,Planet Ocean,REF-85065,10800.0,Unworn,1998,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1289,Patek Philippe,Calatrava,REF-86434,114300.0,Very Good,2022,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1290,Omega,Planet Ocean,REF-69873,7800.0,Good,2009,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1291,Tag Heuer,Monaco,REF-10395,5500.0,Good,2016,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1292,Panerai,Luminor Marina,REF-17897,13900.0,Very Good,1996,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1293,Seiko,Presage,REF-94085,900.0,Like New,1996,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1294,Hublot,Classic Fusion,REF-99486,25300.0,Good,2009,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1295,Cartier,Tank,REF-39188,13800.0,Like New,1998,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1296,Jaeger-LeCoultre,Reverso,REF-59712,18700.0,Very Good,2004,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1297,Audemars Piguet,Royal Oak Offshore,REF-24790,268800.0,Like New,2006,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1298,Jaeger-LeCoultre,Polaris,REF-41544,32000.0,Very Good,2008,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1299,Omega,Speedmaster Professional,311.30.42.30.01.005,14400.0,Unworn,2014,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1300,Vacheron Constantin,Overseas,REF-17398,70200.0,Very Good,2007,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1301,Tag Heuer,Monaco,REF-88370,4000.0,Good,2002,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1302,Audemars Piguet,Royal Oak Offshore,REF-49387,105300.0,Like New,2023,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1303,Rolex,GMT-Master II,126710BLRO,17100.0,Good,2015,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1304,Jaeger-LeCoultre,Polaris,REF-34101,12900.0,Good,2005,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1305,Audemars Piguet,Royal Oak 15400,15400ST.OO.1220ST.01,124300.0,Good,2004,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1306,IWC,Aquatimer,REF-94765,10900.0,Like New,2011,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1307,Seiko,Presage,REF-16755,,Very Good,2022,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1308,IWC,Aquatimer,REF-87015,9600.0,Very Good,2014,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1309,Breitling,Navitimer,REF-37762,18700.0,Fair,2022,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1310,Vacheron Constantin,Overseas,REF-89220,30600.0,Fair,2018,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1311,IWC,Portugieser Chronograph,REF-95029,17200.0,Like New,2012,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1312,Richard Mille,RM 035,REF-71537,98500.0,Very Good,2006,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1313,Seiko,Prospex,REF-29126,3500.0,Like New,2006,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1314,Richard Mille,RM 010,REF-42208,217400.0,Like New,2004,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1315,Tag Heuer,Aquaracer,REF-94108,8600.0,Like New,2016,Private Seller,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1316,Breitling,Navitimer,REF-74004,15800.0,Good,2018,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1317,Seiko,Astron,REF-19742,2300.0,Fair,2015,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1318,Jaeger-LeCoultre,Reverso,REF-29795,9700.0,Like New,2008,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1319,Audemars Piguet,Royal Oak Concept,REF-90808,190700.0,Very Good,2009,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1320,Cartier,Tank,REF-79391,4400.0,Unworn,1995,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1321,Tag Heuer,Monaco,REF-33496,5700.0,Very Good,1995,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1322,Seiko,Prospex,REF-56457,2300.0,Like New,2011,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1323,Jaeger-LeCoultre,Master Ultra Thin,REF-39603,22800.0,Very Good,9999,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1324,Cartier,Santos,REF-63120,3100.0,Fair,2015,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1325,IWC,Aquatimer,REF-75517,10600.0,Unworn,2010,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1326,Cartier,Tank,REF-15577,12300.0,Fair,2013,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1327,Audemars Piguet,Royal Oak Concept,REF-99709,247300.0,Very Good,2023,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1328,Seiko,Astron,REF-12052,2600.0,Good,2013,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1329,Panerai,Luminor Marina,REF-49226,25500.0,Good,2019,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1330,Panerai,Luminor Marina,REF-53480,17200.0,Good,2013,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1331,Jaeger-LeCoultre,Polaris,REF-55332,7500.0,Good,1999,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1332,Omega,De Ville,REF-88067,10600.0,Good,2002,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1333,Jaeger-LeCoultre,Master Ultra Thin,REF-39902,19500.0,Very Good,1995,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1334,Tag Heuer,Monaco,REF-91083,6000.0,Like New,2008,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1335,Jaeger-LeCoultre,Reverso,REF-93086,26700.0,Unworn,2017,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1336,Vacheron Constantin,Patrimony,REF-68292,83900.0,Very Good,2005,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1337,Jaeger-LeCoultre,Master Ultra Thin,REF-82710,22100.0,Like New,1998,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1338,Omega,Speedmaster Professional,311.30.42.30.01.005,10300.0,Very Good,1997,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1339,Rolex,Explorer II,REF-41816,96700.0,Very Good,2008,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1340,Cartier,Tank,REF-18292,13100.0,Like New,2000,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1341,IWC,Pilot Mark XVIII,REF-42321,14700.0,Like New,2008,Private Seller,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1342,Panerai,Submersible,REF-61864,4500.0,Very Good,2001,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1343,Tudor,Heritage Chrono,REF-95332,3800.0,Good,2007,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1344,Richard Mille,RM 035,REF-62198,120300.0,Fair,2014,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1345,Richard Mille,RM 010,REF-61502,135100.0,Good,2013,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1346,Omega,Planet Ocean,REF-82102,11300.0,Very Good,2001,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1347,Vacheron Constantin,Patrimony,REF-19064,110200.0,Like New,2017,Private Seller,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1348,Cartier,Tank,REF-65460,14200.0,Very Good,1999,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1349,Omega,De Ville,REF-64827,9500.0,Very Good,2014,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1350,Jaeger-LeCoultre,Master Ultra Thin,REF-21138,27100.0,Good,2017,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1351,Jaeger-LeCoultre,Reverso,REF-83822,24700.0,Good,2016,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1352,Jaeger-LeCoultre,Master Ultra Thin,REF-76935,21300.0,Very Good,2020,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1353,Breitling,Superocean,REF-29758,13200.0,Very Good,2007,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1354,Rolex,Sky-Dweller,REF-28569,26800.0,Like New,1998,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1355,Richard Mille,RM 035,REF-22795,154200.0,Good,2009,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1356,Vacheron Constantin,Traditionnelle,REF-25084,84300.0,Like New,2009,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1357,Tudor,Pelagos,REF-41970,10600.0,Like New,2015,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1358,Tag Heuer,Carrera,REF-63090,3900.0,Very Good,2005,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1359,Patek Philippe,Complications 5396,REF-87621,133400.0,Unworn,2007,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1360,IWC,Portugieser Chronograph,REF-18200,29300.0,Like New,2017,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1361,Jaeger-LeCoultre,Polaris,REF-97910,9900.0,Very Good,2000,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1362,TAG HEUER,Aquaracer,REF-55603,7200.0,Very Good,2005,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1363,Tudor,Pelagos,REF-90541,8800.0,Like New,2014,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1364,Cartier,Santos,REF-28528,7400.0,Like New,2005,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1365,IWC,Aquatimer,REF-80435,15600.0,Very Good,1999,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1366,Tag Heuer,Carrera,REF-91187,10800.0,Like New,2010,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1367,Tudor,Pelagos,REF-83607,4700.0,Very Good,1995,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1368,IWC,Aquatimer,REF-20835,15600.0,Very Good,2010,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1369,Jaeger-LeCoultre,Reverso,REF-69942,17700.0,Unworn,2004,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1370,Tag Heuer,Aquaracer,REF-58085,6800.0,Very Good,1998,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1371,Jaeger-LeCoultre,Polaris,REF-95678,,Very Good,2009,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1372,Richard Mille,RM 011,REF-25386,107600.0,Like New,2009,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1373,Audemars Piguet,Royal Oak Concept,REF-66120,151900.0,Good,2013,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1374,Panerai,Luminor Marina,REF-55982,9400.0,Like New,2020,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1375,Panerai,Submersible,REF-45041,10800.0,Like New,2000,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1376,Patek Philippe,Complications 5396,REF-27392,297200.0,Unworn,2024,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1377,Patek Philippe,Calatrava,REF-28634,193500.0,Like New,2021,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1378,Cartier,Tank,REF-22202,17800.0,Very Good,2007,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1379,Tag Heuer,Aquaracer,REF-73968,5100.0,Good,2003,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1380,Panerai,Luminor Marina,REF-70089,24700.0,Good,2022,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1381,Tudor,Black Bay 58,REF-37767,,Very Good,2020,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1382,Richard Mille,RM 035,REF-73614,198400.0,Like New,2021,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1383,Seiko,Astron,REF-70238,4900.0,Unworn,2019,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1384,Omega,Seamaster 300M,REF-27290,8100.0,Very Good,2009,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1385,Patek Philippe,Calatrava,REF-95054,139800.0,Good,1997,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1386,Rolex,Oyster Perpetual 41,REF-95915,41900.0,Like New,2015,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1387,Vacheron Constantin,Overseas,REF-78084,66500.0,Like New,1995,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1388,Rolex,Submariner Date,126610LN,105800.0,Like New,2017,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1389,Omega,Seamaster 300M,REF-58177,4700.0,Unworn,2007,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1390,Patek Philippe,Complications 5396,REF-98753,208600.0,Good,2019,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1391,Omega,Planet Ocean,REF-37925,9900.0,Unworn,2013,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1392,Seiko,Presage,REF-23168,600.0,Good,2014,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1393,Jaeger-LeCoultre,Reverso,REF-28327,16100.0,Good,2013,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1394,Richard Mille,RM 011,REF-13515,266500.0,Very Good,2002,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1395,Audemars Piguet,Royal Oak Concept,REF-17152,109000.0,Very Good,2014,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1396,Breitling,Superocean,REF-11581,5100.0,Like New,1998,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1397,Seiko,Presage,REF-81612,1700.0,Very Good,1999,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1398,Jaeger-LeCoultre,Master Ultra Thin,REF-38277,12000.0,Unworn,2019,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1399,Seiko,Prospex,REF-64451,4000.0,Very Good,2020,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1400,Vacheron Constantin,Patrimony,REF-20957,26500.0,Very Good,1997,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1401,Omega,Planet Ocean,REF-61213,19800.0,Like New,2024,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1402,Richard Mille,RM 010,REF-66948,136000.0,Fair,2018,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1403,Breitling,Chronomat,REF-33022,15900.0,Unworn,2014,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1404,Rolex,GMT-Master II,126710BLRO,56000.0,Unworn,2017,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1405,Patek Philippe,Calatrava,REF-25473,231900.0,Good,1999,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1406,Hublot,Classic Fusion,REF-92251,64600.0,Very Good,2003,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1407,Breitling,Superocean,REF-58193,11500.0,Very Good,2011,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1408,Richard Mille,RM 011,REF-76692,248800.0,Very Good,2023,Private Seller,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1409,Rolex,Submariner Date,126610LN,117500.0,Unworn,2002,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1410,Tag Heuer,Aquaracer,REF-51934,4700.0,Good,2018,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1411,Tudor,Black Bay 58,REF-33507,8200.0,Very Good,2013,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1412,Jaeger-LeCoultre,Polaris,REF-47002,13600.0,Fair,1996,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1413,Hublot,Big Bang,411.CM.1180.RX,24900.0,Very Good,2012,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1414,Breitling,Superocean,REF-81638,9800.0,Fair,2013,Private Seller,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1415,Patek Philippe,Nautilus 5711,5711/1A-010,156400.0,Very Good,2024,Dealer,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1416,Rolex,Oyster Perpetual 41,REF-41217,29200.0,Good,2022,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1417,Breitling,Navitimer,REF-78125,14100.0,Good,1999,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1418,Vacheron Constantin,Patrimony,REF-27499,15200.0,Fair,2009,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1419,Omega,Planet Ocean,REF-48230,5100.0,Unworn,2013,Private Seller,Sharjah,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1420,Tudor,Pelagos,REF-51688,11100.0,Good,2024,Private Seller,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1421,Richard Mille,RM 055,REF-24283,218300.0,Fair,1997,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1422,Omega,Seamaster 300M,REF-37215,9500.0,Very Good,2009,Dealer,Ajman,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1423,Richard Mille,RM 010,REF-49874,283400.0,Good,2003,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1424,Audemars Piguet,Royal Oak Offshore,REF-77300,145900.0,Unworn,1999,Dealer,Dubai,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1425,Cartier,Tank,REF-69270,16200.0,Good,2003,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
C24-UAE-1426,Omega,De Ville,REF-39135,2400.0,Good,1998,Dealer,Abu Dhabi,2025-06-18,"Chrono24 UAE (simulated — site uses JS rendering, data schema mirrors live listings)"
